GRUPO TAXONOMICO;METODO FAUNA;CAMPANHA;MODULO;TRANSECTO;PARCELA;DATA;PERIODO SAZONAL;HORARIO;FILO;CLASSE;ORDEM;FAMILIA;SUBFAMILIA;NOME CIENTIFICO;SUBESPECIE;SENSIBILIDADE;ENDEMISMO;BIOINDICADOR;STATUS DO REGISTRO;RECAPTURA OU RECUPERACAO;SEXO;IDADE;MUDAS REMIGES (MM);MUDAS RECTRIZES  (MM);MUDAS CONTORNO  (MM);PLACA DE INCUBACAO;COMPRIMENTO ASA (MM);COMPRIMENTO CAUDA (MM);COMPRIMENTO CULMEN  (MM);COMPRIMENTO TARSO  (MM);PESO 1 (G);PESO 2  (G);PESO  (G);COR IRIS;COR BICO;COR TARSO;COMPRIMENTO TOTAL (M);;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;18/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;CD;3;65;58.3;8.9;15.6;44;28.5;15.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;18/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;COLETADO;NAO;FEMEA;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;21.5;CASTANHO;PRETO;CINZA CHUMBO;178;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;18/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;COLETADO;NAO;FEMEA;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;25;CASTANHO;PRETO;CINZA CHUMBO;180;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;18/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;COLETADO;NAO;FEMEA;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;15;CINZA CLARO;PRETO;ROSEO;120;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;18/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA NIGRICOLLIS;NIGRICOLLIS;B;NA;NA;COLETADO;NAO;FEMEA;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;19.5;MARROM;BRANCO;CINZA CHUMBO;118;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;18/04/2012;CHEIA;05:55:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;COLUMBINA TALPACOTI;NI;B;NA;NA;COLETADO;NAO;INDETERMINADO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;49.5;AMARELO ;CINZAESCURO;ROSEO;190;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;18/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOBORUS MYOTHERINUS;OCHROLAEMA;A;1;1;COLETADO;NAO;MACHO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;18;VERMELHO;PRETO;CINZA CHUMBO;138;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;18/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;COLETADO;NAO;FEMEA;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;23;CASTANHO;PRETO;CINZA CHUMBO;187;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;HELIOTHRYX AURITUS;PAINOLAEMA;M;NA;NA;COLETADO;NAO;FEMEA;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;5;MARROM;PRETO;MARROM ESCURO;140;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;TROGONIFORMES;TROGONIDAE;NA;TROGON VIRIDIS;VIRIDIS;M;NA;NA;COLETADO;NAO;FEMEA;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;78;MARROM;CINZAC/PRETO;CINZA;277;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;TYRANNIDAE;NA;CAMPTOSTOMA OBSOLETUM;NAPAEUM;B;NA;NA;COLETADO;NAO;INDETERMINADO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;10;MARROM;PRETO;CINZA ESCURO;120;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCOLAPTES RIDGWAYI;NI;A;NA;1;COLETADO;NAO;INDETERMINADO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;57;MARROM;MARROM C/ CINZA;AMARELO;286;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;TOLMOMYIAS FLAVIVENTRIS;DISSORS;B;NA;NA;COLETADO;NAO;INDETERMINADO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;11;MARROM;PRETO C/ MARROM;CINZA;136;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;MONASA MORPHOEUS;RIKERI;A;NA;NA;COLETADO;NAO;INDETERMINADO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;76;MARROM;VERMELHO;PRETO;264;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;XIPHORHYNCHUS SPIXII;NI;A;1;NA;COLETADO;NAO;INDETERMINADO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;28.5;MARROM;BRANCA C/MARROM;CINZA;215;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA AMERICANA;AMERICANI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;N;3;59;42;10;14;40;30;10;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SALTATOR COERULESCENS;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;6;7P;NAO;N;3;88;84;13.8;25;76;28;48;NC;NC;NC;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;8;2P;NAO;D;1;83;74;20.5;31;81;28;53;NC;NC;NC;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;LEPTOTILA VERREAUXI;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;3;123;102;11.6;26;155;30;125;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;N;3;58;25;8;12.5;42;27;15;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SALTATOR MAXIMUS;MAXIMUS;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;D;3;87.5;75;11;22;75;25;50;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SALTATOR MAXIMUS;MAXIMUS;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;8;4 P;TODAS;N;3;87;80;16;24.5;85;25;60;NC;NC;NC;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;19/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;TROGLODYTIDAE;NA;PHEUGOPEDIUS CORAYA;HERBERTI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;3;73;59;12.6;20.9;45;22;23;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;05:55:00;CHORDATA;AVES;PASSERIFORMES;PASSERELLIDAE;NA;ARREMON TACITURNUS;TACITURNUS;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;CDV;3;68.1;53.5;10;22.1;49.5;23;26.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;CDV;3;65.2;62;10.6;14.7;37;22.5;14.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;D;3;49;43.9;84;142;47.5;32;15.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;TYRANNIDAE;NA;ATTILA CINNAMOMEUS;NI;A;1;1;ANILHADO;NAO;INDETERMINADO;JOVEM;N;NAO;CD;3;77.8;70.5;15;20.6;60;27.5;32.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;C;3;58.1;21.7;73;138;45;34.5;10.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;MACHO;JOVEM;N;NAO;N;3;58.2;21.4;67;141;48.5;34.5;14;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;CDV;3;56.2;26.7;67;133;42;27.5;14.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;PASSERELLIDAE;NA;ARREMON TACITURNUS;TACITURNUS;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;5;6;7 PRIM E  6;7 PRIM D;TODAS;CDV;3;60.5;NC;10.6;22.3;44;22.5;21.5;NC;NC;NC;NA;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;PASSERELLIDAE;NA;ARREMON TACITURNUS;TACITURNUS;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;5;6 PRIM E  1 SEC E D;TODAS;CDV;3;62.4;NC;10.4;22.6;58;30.5;27.5;NC;NC;NC;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;3;64.7;62.7;89;14.6;44;28;16;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SALTATOR MAXIMUS;MAXIMUS;B;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;DV;3;88.6;74;14.1;21.7;71;28;43;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;TARABA MAJOR;NI;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;8;9 D  8E;NAO;CD;3;84.1;68.2;23.3;32.5;92;33.5;58.5;NC;NC;NC;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;TACHYPHONUS RUFUS;NI;B;NA;NA;ANILHADO;NAO;INDETERMINADO;JOVEM;N;NAO;N;3;72.3;66.8;15.6;21.8;58.5;27.5;31;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;1;5;1;2;25/04/2012;CHEIA;06:50:00;CHORDATA;AVES;PICIFORMES;PICIDAE;NA;PICUMNUS AURIFRONS;BORBAE;M;1;1;FUGA;NAO;MACHO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;06:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;NAO;N;N;NC;NC;NC;NC;43;28;15;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;06:30:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;NAO;CDV;N;NC;NC;NC;NC;44;28;16;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;08:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;P8;NAO;CDV;N;56;67;33.7;NC;32;27;5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;09:15:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;N;N;63;25;11.2;15.6;42;27;15;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;09:15:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;FEMEA;JOVEM;N;NAO;N;N;60;26;12;15.2;42;27;15;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;09:15:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;N;62;30;11.7;15.7;42;26.5;15.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;09:15:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOTHERULA AXILLARIS;AXILLARIS;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;P4 | S1;7;REP 3E 1;4;5D;CD;2;50;36;3.2;15.3;32;27;5;NC;NC;NC;NA;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;09:15:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOTHERULA AXILLARIS;AXILLARIS;M;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;REP 2D;CD;2;51;36;14.7;15.2;32;24;8;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;1;27/09/2012;SECA;12:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;FUGA;NAO;INDETERMINADO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;37;29;8;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;06:30:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;N;N;59;58;NC;15.2;39;26;13;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;07:50:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;N;N;54;52;13.4;15;37;29;8;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;07:50:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;REP 4;6D;N;73;72;16.6;20.5;56;30;26;NC;NC;NC;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;07:50:00;CHORDATA;AVES;PASSERIFORMES;GRALLARIIDAE;NA;MYRMOTHERA BERLEPSCHI;NI;M;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;P9 S6;NAO;N;2;76;32;18.7;36.7;70;27;43;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;07:50:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;N;NAO;N;N;NC;NC;NC;NC;50;33;17;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;09:30:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;N;N;53;35;29.8;NC;52;27;25;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;09:30:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;N;65;66;35.8;NC;29;25;4;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;09:30:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;N;N;76;73;17.3;21;54;29;25;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;09:30:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;P8;9 | S7;NAO;CDV;N;50;64;30.9;NC;30;27;3;NC;NC;NC;NA;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;09:30:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;N;52;50;8.8;15.3;39;22;17;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;09:30:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;N;58;47;9.9;15.2;38;29;9;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;09:30:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;N;55;41;9.4;14.9;37.5;29;8.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;11:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;DV;N;55;32;31.7;NC;38;31;7;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;11:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;PHAETHORNIS BOURCIERI;MAJOR;A;1;1;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;N;60;67;34.8;NC;31;27;4;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;11:00:00;CHORDATA;AVES;APODIFORMES;TROCHILIDAE;NA;GLAUCIS HIRSUTUS;HIRSUTUS;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;C;N;55;35;30.5;NC;31.5;25;6.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;12:00:00;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;N;N;62;26;10.9;15.9;42.5;25.5;17;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;12:00:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;MACHO;ADULTO;N;NAO;N;N;79;73;15.4;119.7;54;29;25;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;12:00:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;N;N;75;79;16.7;19.8;54.5;28;26.5;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;12:00:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;N;N;76;72;16.3;21.6;56;31;25;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;12:00:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;ANILHADO;NAO;FEMEA;ADULTO;N;NAO;N;N;75;72;15.2;19.5;54;29;25;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;12:00:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;N;62;50;9.9;14.9;38;27;11;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;12:00:00;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;ANILHADO;NAO;INDETERMINADO;ADULTO;N;NAO;N;N;55;42;11.5;14.4;37;26;11;NC;NC;NC;NA;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;2;5;1;2;27/09/2012;SECA;06:30:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;COLETADO;NAO;MACHO;ADULTO;NC;NAO;NAO;NC;NC;NC;NC;NC;NC;NC;NC;CASTANHA;PRETO;PRETO;113;;;;;;
