GRUPO TAXONOMICO;METODO FAUNA;CAMPANHA;MODULO;TRANSECTO;PARCELA;DATA;PERIODO SAZONAL;HORARIO;FILO;CLASSE;ORDEM;FAMILIA;SUBFAMILIA;NOME CIENTIFICO;SUBESPECIE;SENSIBILIDADE;ENDEMISMO;BIOINDICADOR;STATUS DO REGISTRO;RECAPTURA OU RECUPERACAO;SEXO;IDADE;MUDAS REMIGES (MM);MUDAS RECTRIZES  (MM);MUDAS CONTORNO  (MM);PLACA DE INCUBACAO;COMPRIMENTO ASA (MM);COMPRIMENTO CAUDA (MM);COMPRIMENTO CULMEN  (MM);COMPRIMENTO TARSO  (MM);PESO 1 (G);PESO 2  (G);PESO  (G);COR IRIS;COR BICO;COR TARSO;COMPRIMENTO TOTAL (M);;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;16/11/2018;SECA;08:39;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;NAO;3;70;74;10.59;17.84;64;47;17;PRETO;CINZA;CINZA;132;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;16/11/2018;SECA;09:20;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;NAO;NAo;NAO;0;114;116;27;25;93;45;48;CASTANHO;CINZA;CINZA;230;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;16/11/2018;SECA;11:28;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;SOLTO S/ ANILHA;NA;MACHO;ADULTO;NAO;NAo;NAO;0;140;83;13;26;95;48;47;AMARELO;ROSA;ROSA;204;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;16/11/2018;SECA;12:00;CHORDATA;AVES;PASSERIFORMES;ICTERIDAE;NA;CACICUS CELA;NI;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;NAO;0;150;106;34;32;108;50;58;AZUL;BRANCO;PRETO;260;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAo;NAO;2;64;34;10.01;17.08;67;50;17;BRANCO;CINZA;ROSA;112;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;NAO;NAo;NAO;0;68.98;66.65;13.44;14.17;67;51;16;CASTANHO;CINZA;CINZA;152;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;NAO;0;89;68;20.56;25.65;85;49;36;PRETO;CINZA;CINZA;161;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;NAO;3;88.1;61.79;20.7;23.53;85;40;45;PRETO;CINZA;CINZA;163;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;FORMICARIIDAE;NA;FORMICARIUS COLMA;AMAZONICUS;A;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;NAO;1;86.47;54.97;14.97;33.24;92;49;43;CASTANHO;PRETO;CINZA;155;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;SCLERURIDAE;NA;SCLERURUS CAUDACUTUS;NI;A;NA;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;NAO;NAo;SIM;0;93.23;67.99;20.62;24.62;85;49;36;CASTANHO;CINZA;CINZA;175;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;THAMNOMANES CAESIUS;HOFFMANNSI;A;NA;1;SOLTO S/ ANILHA;NA;MACHO;ADULTO;NAO;NAo;NAO;3;65.69;62.09;14.49;19.24;64;49;15;CASTANHO;CINZA;CINZA;148;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;FORMICARIIDAE;NA;FORMICARIUS COLMA;AMAZONICUS;A;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;SIM;3;79.31;50.29;15.66;30.79;93;50;43;CASTANHO;PRETO;PRETO;165;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;07:10;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;NAO;0;105.47;102.11;26.61;29.14;92;50;42;CASTANHO;CINZA;CINZA;220;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;09:12;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;NAO;0;101;89;24.6;23.93;86;49;37;CASTANHO;CINZA;CINZA;211;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;09:12;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;PYRIGLENA SIMILIS;NA;M;NA;1;SOLTO S/ ANILHA;NA;MACHO;ADULTO;SIM;Sim;NAO;0;80;82;16.05;33.32;87;48;39;VERMELHO;PRETO;PRETO;192;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;09:12;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;XIPHORHYNCHUS SPIXII;NI;A;1;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;Sim;NAO;0;99.27;93.73;26.51;22.98;81;48;33;CASTANHO;CINZA;CINZA;215;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;09:12;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;NAO;SIM;NAO;0;94;78;22.34;24.63;92;46;46;CASTANHO;PRETO;CINZA;198;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;10:16;CHORDATA;AVES;ACCIPITRIFORMES;ACCIPITRIDAE;NA;BUTEOGALLUS SCHISTACEUS;NI;A;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;NAO;0;275;200;32.77;83;300;72;228;AMARELO;LARANJA;LARANJA;300+;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;10:16;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;NAO;NAO;NAO;1;45.58;90.54;20.17;22.93;87;49;38;CASTANHO;CINZA;CINZA;205;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;10:16;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;COLETADO;SIM;INDETERMINADO;ADULTO;NAO;NAo;NAO;3;105.5;108.55;29.68;27.68;91;49;42;CASTANHO;CINZA;CINZA;242;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;11:43;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCINCLA FULIGINOSA;NI;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;SIM;0;98.82;83.24;19.81;23.74;87;47;40;CASTANHO;CINZA;CINZA;205;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;1;17/11/2018;SECA;11:43;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;MIONECTES OLEAGINEUS;OLEAGINEUS;M;1;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAo;SIM;0;54.84;44.76;9.23;16.7;57;45;12;PRETO;CINZA;CINZA;109;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;06:03;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SALTATOR MAXIMUS;MAXIMUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;99;93;18.07;26.06;98;50;48;MARROM;CINZA;CINZA;225;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;06:03;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOBORUS LEUCOPHRYS;NI;M;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;5;65;49;16.55;25.85;69;50;19;MARROM;PRETO;CINZA;150;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;06:03;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;76;75;16.5;21.29;74;51;23;MARROM;CINZA;CINZA;176;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;06:03;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;77;75;16.51;21.3;75;50;25;MARROM;CINZA;CINZA;177;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;06:56;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;79;73;17.09;18.97;74;51;23;MARROM;CINZA;CINZA;184;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;07:38;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;106;84;15.56;30.42;97;51;46;MARROM;CINZA;CINZA;212;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;07:38;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;76;74;16.49;21.29;73;49;24;MARROM;CINZA;CINZA;175;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;07:38;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;MYRMOBORUS LEUCOPHRYS;NI;M;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;65;48;16.53;25.83;68;49;19;MARROM;PRETO;CINZA;150;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;LORIOTUS LUCTUOSUS;NI;M;1;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;JOVEM;NA;NAO;NAO;0;59;52;13.05;15.71;59;50;9;MARROM;PRETO;CINZA;130;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SPOROPHILA ANGOLENSIS;NI;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;57;56;13.54;16.55;63;50;13;MARROM;PRETO;CINZA;136;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;MONASA MORPHOEUS;RIKERI;A;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;Sim;NAO;5;130;120;34.21;20.37;119;50;69;MARROM;VERMELHO;CINZA;286;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;GALBULIFORMES;BUCCONIDAE;NA;MONASA MORPHOEUS;RIKERI;A;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;131;121;34.23;20.39;121;51;70;MARROM;VERMELHO;CINZA;287;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;TACHYPHONUS RUFUS;NI;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;83;77;17.95;23.06;81;49;32;MARROM;PRETO;CINZA;174;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;76;74;16.46;21.29;73;50;23;MARROM;CINZA;CINZA;174;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;CERCOMACROIDES NIGRESCENS;OCHROGYNI;M;1;1;RECAPTURA;SIM;INDETERMINADO;ADULTO;NA;NAO;NAO;0;62;68;17.66;21.91;79;51;28;MARROM;CINZA;CINZA;174;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;THAMNOPHILUS SCHISTACEUS;SCHISTACEUS;A;1;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;63;50;18.53;19.75;68;51;17;VERMELHO;CINZA;CINZA;145;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;18/11/2018;SECA;09:00;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;75;74;16.47;2.29;74;51;23;MARROM;CINZA;CINZA;174;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;19/11/2018;SECA;07:00;CHORDATA;AVES;GALLIFORMES;CRACIDAE;NA;ORTALIS RUFICEPS;NI;B;1;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;168;195;23.51;55.13;300;52;248;MARROM;CINZA;CINZA;>30;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;19/11/2018;SECA;07:00;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS NUDIGENIS;NUDIGELIS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;116;97;21.65;31.45;115;50;65;MARROM;AMARELO;CINZA;239;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;19/11/2018;SECA;08:09;CHORDATA;AVES;CUCULIFORMES;CUCULIDAE;NA;PIAYA CAYANA;NI;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;140;269;27.47;37.4;130;50;80;VERMELHO;verde;CINZA;>30;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;19/11/2018;SECA;10:01;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SALTATOR COERULESCENS;NI;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;91;84;21.03;26.65;94;51;43;MARROM;CINZA;CINZA;210;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;14;5;1;2;19/11/2018;SECA;10:01;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;SALTATOR COERULESCENS;NI;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NA;NAO;NAO;0;91;83;21.04;26.64;93;51;42;MARROM;CINZA;CINZA;210;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;06:50;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;102.3;65.8;15.5;33.9;71;23;48;CASTANHO;PRETO;CINZA;205;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;06:50;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;HYLOPHYLAX NAEVIUS;OCHRACEUS;A;1;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;SIM;0;54.9;33.2;12.2;25.4;36;30;6;CASTANHO;PRETO;BEGE;122;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;06:50;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;103.2;65.4;17.2;32.1;74;32;42;CASTANHO;PRETO;CINZA;210;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;07:20;CHORDATA;AVES;PASSERIFORMES;FURNARIIDAE;NA;AUTOMOLUS PARAENSIS;NI;A;1;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;3;89.9;74.1;21.7;25.5;54;24;30;CINZA;VERDE;VERDE;188;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;08:30;CHORDATA;AVES;PASSERIFORMES;PIPRIDAE;NA;PIPRA FASCIICAUDA;SCARLATINI;M;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;3;62.6;21.6;10.5;18.7;40;18;22;CINZA;CINZA;CINZA;110;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;08:30;CHORDATA;AVES;PASSERIFORMES;ONYCHORHYNCHIDAE;NA;ONYCHORHYNCHUS CORONATUS;NI;A;1;NA;RECAPTURA;SIM;MACHO;ADULTO;NAO;NAO;NAO;3;79.8;63.5;18.3;19.4;40;20;20;CASTANHO;MARROM;LARANJA;168;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;08:30;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS FUMIGATUS;FUMIGATUS;M;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;3;101.5;81.5;18.3;36.7;90;20;70;CINZA;VERDE;VERDE;235;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;08:30;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;GEOTRYGON MONTANA;MONTANI;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;3;123.7;78.2;15.2;31.3;140;32;108;MARROM;ROSA;ROSA;218;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;09:30;CHORDATA;AVES;PASSERIFORMES;TURDIDAE;NA;TURDUS ALBICOLLIS;PHAEOPYGUS;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;3;97.2;79.4;15.4;37.2;80;30;50;CASTANHO;PRETO;VERMELHO;203;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;09:30;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;TOLMOMYIAS SULPHURESCENS;NI;M;NA;NA;RECAPTURA;SIM;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;63.3;47.2;10.9;18.8;40;26;14;CASTANHO;CINZA;CINZA;135;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;09:30;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROCOLAPTES RIDGWAYI;NI;A;NA;1;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;3;127.2;125.3;32.6;30.5;79;28;51;CASTANHO;MARROM;CINZA;293;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;1;04/02/2019;ENCHENTE;12:15;CHORDATA;AVES;PASSERIFORMES;RHYNCHOCYCLIDAE;NA;TOLMOMYIAS SULPHURESCENS;NI;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;3;55.1;38.3;10.3;20.1;36;26;10;CINZA;PRETO;CINZA;130;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;01/02/2019;ENCHENTE;07:00;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;GLYPHORYNCHUS SPIRURUS;NI;M;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;RS2D;3E;NAO;NAO;3;72.3;70.8;10.3;18.1;66;49;17;MARROM;CINZA;CINZA;160;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;01/02/2019;ENCHENTE;07:30;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;WILLISORNIS VIDUA;VIDUA;M;1;NA;SOLTO S/ ANILHA;NA;MACHO;ADULTO;RP7E/RS8D;NAO;NAO;3;65.3;45.5;11.2;23.7;69;49;20;MARROM;PRETO;CINZA;145;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;01/02/2019;ENCHENTE;09:20;CHORDATA;AVES;COLUMBIFORMES;COLUMBIDAE;NA;COLUMBINA TALPACOTI;NI;B;NA;NA;SOLTO S/ ANILHA;NA;MACHO;ADULTO;NAO;NAO;NAO;3;87.9;65.5;13.4;17.4;94;51;43;VERMELHO;CINZA;ROSA;184;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;01/02/2019;ENCHENTE;10:40;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROPLEX PICUS;PICUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;86.8;80.7;20.9;20.9;88;50;38;MARROM;BRANCO;CINZA;224;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;01/02/2019;ENCHENTE;10:40;CHORDATA;AVES;PASSERIFORMES;DENDROCOLAPTIDAE;NA;DENDROPLEX PICUS;PICUS;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;NAO;NAO;0;98.9;89.3;21;20.2;93;52;41;MARROM;BRANCO;CINZA;219;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;01/02/2019;ENCHENTE;11:20;CHORDATA;AVES;PASSERIFORMES;TROGLODYTIDAE;NA;PHEUGOPEDIUS CORAYA;HERBERTI;B;NA;NA;SOLTO S/ ANILHA;NA;INDETERMINADO;ADULTO;NAO;REPONDO 4D;NAO;0;60.9;60.2;12.4;22.8;72;50;22;MARROM;CINZA;CINZA;-;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;02/02/2019;ENCHENTE;07:30;CHORDATA;AVES;PASSERIFORMES;TYRANNIDAE;NA;ATTILA CINNAMOMEUS;NI;A;1;1;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;0;84.8;15.5;15.9;28.7;70;40;30;CASTANHO;PRETO;CINZA;200;;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;02/02/2019;ENCHENTE;09:30;CHORDATA;AVES;PASSERIFORMES;THAMNOPHILIDAE;NA;THAMNOPHILUS PALLIATUS;PALLIATUS;B;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;ADULTO;NAO;NAO;NAO;0;67.9;58.7;12.6;26.5;90;65;35;BRANCO;SUPERIOR PRETO; INFERIOR CINZA;CINZA;180;;;;;
AVIFAUNA TERRESTRE;REDE - AVIFAUNA;15;5;1;2;02/02/2019;ENCHENTE;09:30;CHORDATA;AVES;PASSERIFORMES;THRAUPIDAE;NA;RAMPHOCELUS CARBO;CARBO;B;NA;NA;SOLTO S/ ANILHA;NA;FEMEA;JOVEM;NAO;NAO;NAO;1;70.9;69.8;11.1;25.9;65;40;25;CASTANHO;MARROM;CINZA;175;;;;;;
